pH,10,0.75,1,25,20676,8.63431484905436
Ca,3,0.9,3,25,87283,201.588698705507
Mg,3,0.99,3,25,14374,206.856675356708
P,3,0.9,5,25,87283,1629.35704310758
P,3,0.99,3,25,87283,1635.74277348015
K,10,0.75,1,25,14374,372.297459156964
S,10,0.75,5,25,87283,112.030865555884
pH,3,0.99,3,25,14374,7.88205634883744
N,3,0.9,2,25,87283,114.221247651496
S,3,0.9,5,25,14374,109.213201499003
SOC,10,0.75,5,25,76583,48.212271973665
pH,10,0.75,1,25,14374,8.5524611795449
N,10,0.75,1,25,14374,130.952857041144
Mg,10,0.75,1,25,14374,205.682958111348
pH,3,0.9,2,25,87283,7.58089053955196
Ca,3,0.99,5,25,14374,177.003159445474
SOC,10,0.75,5,25,87283,52.4006537406198
N,3,0.9,1,25,75706,107.892084769358
P,3,0.9,1,25,87283,1684.40414936267
SOC,3,0.99,2,25,20676,60.2050249087601
P,10,0.75,3,25,14374,1462.59730245165
K,10,0.75,3,25,14374,374.708789975813
P,3,0.99,3,25,20676,1557.16821538529
pH,3,0.9,2,25,20676,8.39191151663252
pH,10,0.75,3,25,75706,7.45590463469251
pH,3,0.99,2,25,87283,8.16004587783003
N,10,0.75,1,25,87283,152.19548973603
pH,3,0.9,2,25,75706,7.66379719397398
Ca,3,0.9,1,25,14374,192.790494923257
pH,3,0.9,1,25,20676,8.30443540949402
N,3,0.99,1,25,14374,111.336178793527
P,10,0.75,2,25,75706,1598.32910651386
Ca,3,0.9,1,25,30542,212.128807515012
SOC,3,0.9,5,25,20676,56.9510187773613
K,10,0.75,5,25,87283,387.65160153488
SOC,3,0.9,5,25,14374,58.0350326516909
Ca,10,0.75,5,25,87283,209.313509863189
Ca,3,0.9,5,25,87283,208.501359405077
SOC,3,0.99,5,25,20676,56.4135223600385
SOC,10,0.75,1,25,75706,52.2759352306709
S,3,0.99,2,25,30542,123.402857758979
pH,3,0.99,1,25,14374,7.96164764295491
K,3,0.9,3,25,75706,367.779961367108
N,3,0.9,5,25,87283,105.393792147533
Ca,3,0.99,2,25,14374,188.189957267408
SOC,10,0.75,1,25,87283,57.9189526855334
Ca,10,0.75,1,25,30542,207.676101429849
pH,10,0.75,1,25,75706,7.76936025477859
N,3,0.99,5,25,87283,102.891618187211
K,10,0.75,5,25,20676,403.105858796598
SOC,3,0.99,5,25,87283,51.7017565740602
SOC,10,0.75,3,25,87283,55.465081162426
Ca,3,0.99,3,25,87283,207.887617248966
Ca,3,0.99,1,25,87283,223.845066822367
K,10,0.75,2,25,14374,381.090643795426
Ca,3,0.9,1,25,87283,209.008513567035
N,3,0.9,5,25,14374,101.135196617439
S,3,0.9,3,25,14374,115.194920486465
Ca,10,0.75,2,25,14374,180.584747408619
pH,3,0.99,1,25,75706,8.2274522007886
P,3,0.9,3,25,14374,1516.13568029919
Ca,3,0.9,3,25,14374,192.494709697504
Mg,3,0.9,2,25,87283,212.274000913621
N,10,0.75,3,25,14374,107.025123111556
S,10,0.75,1,25,14374,114.161319945685
pH,3,0.99,5,25,14374,8.23422116666912
Ca,10,0.75,2,25,75706,187.593579183569
K,3,0.99,2,25,14374,376.887785232493
Mg,10,0.75,3,25,75706,203.788672432236
S,3,0.99,2,25,14374,129.296392255076
N,3,0.99,5,25,14374,100.303060250004
Mg,10,0.75,3,25,87283,203.668538942187
K,3,0.9,1,25,14374,375.329939859248
pH,3,0.9,5,25,87283,7.93213909895443
Ca,3,0.99,1,25,75706,212.627281492916
Ca,3,0.99,5,25,87283,204.66727021217
SOC,3,0.9,3,25,87283,54.6596129012364
Ca,10,0.75,1,25,87283,212.225618745846
P,10,0.75,2,25,14374,1509.76952131128
P,3,0.99,2,25,75706,1549.88451174558
N,3,0.9,1,25,87283,108.678450722408
S,3,0.9,5,25,75706,118.877933004978
S,10,0.75,2,25,87283,113.983611603818
K,3,0.9,5,25,14374,367.981641085698
Ca,10,0.75,3,25,75706,194.195392229486
Ca,3,0.99,3,25,75706,190.081550237617
S,3,0.99,1,25,87283,116.635478247671
N,3,0.99,2,25,30542,138.796781301445
P,10,0.75,5,25,75706,1528.60920958098
Ca,10,0.75,5,25,14374,184.239660713608
S,10,0.75,3,25,75706,115.970055273459
P,3,0.9,3,25,87283,1608.55937452025
S,3,0.9,2,25,14374,126.602005397585
P,3,0.9,1,25,14374,1484.4239085694
S,3,0.99,1,25,75706,124.144394254477
S,3,0.9,5,25,20676,110.985227499801
pH,3,0.99,2,25,75706,7.52300896581928
P,3,0.9,2,25,14374,1553.7779581874
Ca,3,0.9,5,25,14374,186.583043790741
S,3,0.99,2,25,87283,116.496343398399
P,3,0.9,2,25,87283,1677.42479783436
SOC,10,0.75,2,25,14374,59.6977442522733
Mg,3,0.9,5,25,75706,209.293284177056
SOC,3,0.9,3,25,14374,58.9299833218227
Mg,3,0.99,2,25,87283,214.433170161283
K,3,0.9,3,25,14374,367.489253345942
P,3,0.9,3,25,75706,1554.49193948605
Mg,10,0.75,5,25,87283,211.718065803529
K,10,0.75,3,25,20676,404.368142553186
S,3,0.9,2,25,75706,116.261480065617
K,3,0.99,2,25,4165,404.468394382433
S,10,0.75,3,25,14374,110.920054658265
K,10,0.75,5,25,75706,372.789467794712
SOC,3,0.99,2,25,14374,60.0927494613407
SOC,10,0.75,1,25,4165,58.6515949603486
S,10,0.75,2,25,75706,122.054601008714
SOC,3,0.99,1,25,75706,54.908086299217
P,3,0.99,5,25,87283,1620.56866438353
pH,3,0.99,3,25,87283,8.03420747145332
SOC,3,0.99,1,25,14374,59.0549883565524
Mg,3,0.99,1,25,14374,209.511597728883
pH,10,0.75,3,25,14374,7.92442855710137
S,10,0.75,5,25,14374,114.669463542714
Mg,3,0.9,1,25,14374,209.511300359468
P,3,0.99,3,25,14374,1566.17178213118
P,10,0.75,1,25,14374,1543.43686164293
pH,3,0.9,5,25,30542,8.13897869820486
N,3,0.99,3,25,14374,101.469480158538
P,3,0.99,2,25,30542,1538.67979827116
pH,3,0.9,1,25,14374,8.12366634192907
N,3,0.9,1,25,30542,132.274481346059
S,3,0.99,3,25,87283,115.421680760677
P,3,0.99,2,25,14374,1517.01676275738
Mg,3,0.9,5,25,20676,224.150298851437
N,3,0.9,1,25,4165,123.93101784785
Mg,3,0.99,5,25,14374,194.651603822428
pH,10,0.75,2,25,14374,8.10216544240317
Mg,10,0.75,3,25,14374,202.922598556713
pH,3,0.99,5,25,87283,7.7275235579339
P,3,0.9,3,25,30542,1563.68337636723
Mg,3,0.9,2,25,14374,208.36005725768
Ca,3,0.99,3,25,14374,183.60594321157
S,3,0.9,5,25,4165,145.089241607738
K,10,0.75,3,25,30542,396.45034053096
Ca,3,0.99,1,25,30542,225.576746839658
pH,3,0.9,5,25,75706,7.4844301658258
S,10,0.75,2,25,14374,122.330548867171
N,3,0.99,2,25,14374,101.624595753147
N,3,0.99,2,25,75706,115.723560943947
K,3,0.99,5,25,14374,380.664480398605
Mg,10,0.75,5,25,4165,214.471209608854
P,3,0.99,5,25,14374,1495.60715874557
P,3,0.9,2,25,30542,1543.32871969359
SOC,3,0.9,2,25,30542,59.1588591378595
P,3,0.99,5,25,75706,1550.57884600582
P,3,0.99,1,25,75706,1592.14589290433
N,3,0.9,2,25,64843,166.624765032969
SOC,10,0.75,2,25,87283,53.6360269061319
Mg,3,0.99,2,25,75706,211.912756585804
S,3,0.99,3,25,14374,112.978648456352
pH,10,0.75,5,25,20676,7.91285497744072
pH,3,0.99,1,25,30542,8.45995492657676
S,10,0.75,1,25,75706,119.043721009445
Ca,10,0.75,1,25,14374,205.933722898471
K,3,0.9,2,25,75706,371.011451636057
Mg,3,0.99,5,25,75706,207.145698668503
pH,3,0.99,2,25,14374,8.08672393127666
Mg,3,0.9,3,25,14374,201.383089967921
K,3,0.99,3,25,75706,372.498916368903
SOC,3,0.9,5,25,87283,51.6485671015358
N,3,0.9,3,25,14374,108.106418888118
K,3,0.99,5,25,87283,392.519358178335
P,3,0.99,5,25,30542,1530.95550106083
Mg,3,0.9,1,25,75706,201.057045401802
S,10,0.75,5,25,75706,117.590247157532
SOC,3,0.9,3,25,75706,52.4548501350241
Mg,3,0.99,2,25,14374,196.750875630455
pH,3,0.9,2,25,14374,8.06983239616772
Ca,10,0.75,2,25,87283,213.838460533805
Mg,3,0.99,5,25,87283,212.626321429096
N,3,0.9,5,25,75706,100.645954781031
pH,3,0.9,5,25,14374,7.87455669488315
S,3,0.9,5,25,30542,113.57586289378
P,3,0.9,5,25,75706,1535.10649487232
Ca,3,0.9,1,25,75706,197.935886755532
N,3,0.9,3,25,75706,107.388022207618
K,10,0.75,5,25,30542,401.736995256002
SOC,3,0.9,1,25,30542,58.2384803106166
pH,3,0.99,3,25,75706,7.27448034798649
K,3,0.99,1,25,75706,369.350866362485
S,3,0.99,5,25,14374,112.046236143262
N,10,0.75,5,25,30542,121.701184003629
Ca,10,0.75,5,25,75706,185.691754787185
N,3,0.99,1,25,75706,102.317787602418
Mg,3,0.9,1,25,4165,218.00463548253
P,3,0.9,5,25,14374,1447.10451512267
K,3,0.9,3,25,87283,397.854250683131
SOC,3,0.9,1,25,75706,56.7587166172721
Mg,3,0.9,5,25,14374,202.960648193507
Mg,3,0.9,3,25,75706,213.399702539964
N,10,0.75,5,25,14374,101.054167968905
N,3,0.99,3,25,30542,118.706212810698
N,10,0.75,3,25,30542,123.204314411244
Mg,10,0.75,5,25,14374,199.007596358607
Ca,3,0.9,3,25,30542,210.680241467765
SOC,3,0.99,1,25,30542,58.171205143844
N,10,0.75,3,25,87283,112.401435131321
pH,3,0.99,3,25,30542,8.11652241555817
K,10,0.75,5,25,14374,366.505533712459
SOC,10,0.75,5,25,14374,58.1477584961629
SOC,3,0.99,2,25,30542,56.9786951070581
SOC,3,0.99,3,25,14374,58.9953648704013
P,10,0.75,5,25,30542,1524.74311290386
SOC,3,0.9,2,25,14374,59.1369520144322
pH,10,0.75,3,25,30542,8.06223428951193
Mg,3,0.9,5,25,30542,215.92455676835
K,3,0.99,2,25,75706,368.621123851661
Ca,3,0.9,2,25,75706,182.496339567465
N,10,0.75,5,25,87283,104.126324754236
Ca,3,0.9,3,25,75706,193.445245395845
SOC,3,0.99,5,25,14374,58.3173310370673
S,3,0.99,2,25,75706,121.278674810795
P,3,0.9,5,25,4165,1648.02178581927
SOC,10,0.75,2,25,30542,59.5743531235393
K,3,0.99,2,25,64843,395.516489733659
Ca,3,0.99,5,25,30542,198.632514209009
P,3,0.9,2,25,75706,1602.72948030434
K,3,0.99,2,25,30542,392.489523674064
P,10,0.75,1,25,75706,1602.95751780542
Ca,3,0.9,5,25,30542,205.549515338985
SOC,3,0.9,5,25,75706,52.5669835185509
pH,10,0.75,2,25,75706,7.6446723793212
Mg,3,0.9,2,25,75706,214.539619537846
SOC,3,0.9,2,25,75706,53.4109503727934
N,10,0.75,2,25,30542,143.666339069934
pH,3,0.99,5,25,75706,7.42015169146948
P,3,0.9,5,25,30542,1554.98218419103
pH,10,0.75,1,25,30542,8.44703577670851
SOC,10,0.75,5,25,75706,51.9551801590242
SOC,10,0.75,1,25,14374,60.8997896310234
S,3,0.9,2,25,30542,129.196381982639
S,3,0.9,1,25,75706,130.286427876599
S,3,0.9,1,25,20367,114.102800321782
K,3,0.99,1,25,14374,380.342021902081
Mg,3,0.99,1,25,75706,210.507526079118
N,3,0.99,5,25,30542,122.091388089433
SOC,10,0.75,2,25,75706,52.3627883473427
Mg,3,0.99,2,25,64843,211.986508709193
N,3,0.99,1,25,30542,125.627157308044
P,3,0.9,2,25,4165,1719.55682300039
S,3,0.9,2,25,4165,146.720465447162
S,10,0.75,5,25,30542,111.116570349077
S,3,0.99,1,25,4165,143.127787819477
Ca,10,0.75,5,25,30542,212.63238262284
K,10,0.75,2,25,30542,425.940792916105
S,3,0.9,3,25,75706,118.381000088047
S,3,0.99,3,25,75706,122.37699725262
K,3,0.99,5,25,75706,383.359580738757
S,3,0.99,3,25,30542,115.530002232461
pH,3,0.9,3,25,30542,7.93070645312948
pH,3,0.9,2,25,4165,8.25010383203064
Ca,10,0.75,1,25,4165,197.912862526545
Ca,3,0.9,5,25,75706,190.290172077389
P,3,0.99,1,25,14374,1501.38158608152
Mg,10,0.75,1,25,4165,227.093714268187
K,10,0.75,2,25,64843,414.015916902801
P,10,0.75,1,25,30542,1541.36565326487
K,10,0.75,2,25,75706,361.540716968867
K,3,0.9,5,25,4165,416.941457502603
