Ca,3,0.9,1,25,77764,232.230890018079
SOC,3,0.99,1,25,77764,58.8120692558262
S,3,0.9,1,25,77764,140.790983922669
pH,3,0.99,1,25,77764,8.46882131504497
K,3,0.9,1,25,77764,433.551053095068
S,3,0.9,2,25,77764,129.589104977456
SOC,3,0.9,3,25,77764,59.2020931822613
S,10,0.75,1,25,77764,135.586256548279
P,10,0.75,1,25,77764,1685.5372068869
N,10,0.75,2,25,77764,157.719577052876
N,3,0.99,1,25,77764,147.908633374758
pH,10,0.75,1,25,77764,8.56419598510345
pH,3,0.99,2,25,77764,8.30894256494231
N,3,0.9,1,25,76583,138.42386443652
S,3,0.99,1,25,77764,140.724167026995
SOC,3,0.9,1,25,77764,59.2335260821484
N,10,0.75,3,25,77764,156.192889716563
P,3,0.9,1,25,77764,1734.71538419895
N,3,0.99,2,25,76583,126.406167556321
N,10,0.75,1,25,77764,150.003453497366
Mg,3,0.9,1,25,77764,245.473533081763
SOC,10,0.75,2,25,77764,62.9128720617053
K,3,0.9,2,25,77764,441.334799053084
Mg,10,0.75,1,25,77764,232.463580868567
SOC,10,0.75,1,25,77764,59.7028477059122
Ca,10,0.75,1,25,77764,215.658706656323
P,3,0.9,2,25,77764,1671.67348315675
N,3,0.99,1,25,76583,143.182615001912
S,3,0.99,3,25,77764,128.080191920613
Ca,3,0.99,1,25,77764,211.509364421861
K,3,0.99,2,25,77764,430.656041772813
SOC,3,0.9,2,25,77764,59.3377231302909
K,10,0.75,1,25,77764,448.023686265039
S,10,0.75,3,25,77764,124.84714793835
P,3,0.99,1,25,77764,1618.75546159012
pH,3,0.9,1,25,77764,8.55840835271411
S,3,0.9,3,25,77764,126.617777501756
N,3,0.9,1,25,77764,148.963392942108
P,3,0.99,3,25,77764,1724.26688988429
K,3,0.99,1,25,77764,438.513878067198
Ca,3,0.99,1,25,76583,211.252647830461
Ca,3,0.99,2,25,77764,204.089302501931
S,3,0.9,1,25,76583,123.808137893574
SOC,3,0.99,2,25,77764,59.8249997239497
SOC,3,0.99,5,25,77764,58.5351640233158
Mg,3,0.9,3,25,77764,239.004765827219
P,10,0.75,2,25,77764,1676.53086139285
pH,3,0.9,2,25,77764,8.15572384395118
K,3,0.9,1,25,76583,420.286303730735
Mg,3,0.99,1,25,77764,232.554878429052
N,3,0.9,2,25,76583,148.577588254974
Ca,3,0.9,2,25,77764,207.549849882313
N,3,0.9,2,25,77764,162.736030208992
P,3,0.9,1,25,76583,1641.23473018487
N,10,0.75,5,25,77764,148.81240405602
N,3,0.99,2,25,77764,163.743876906366
K,10,0.75,3,25,77764,429.66088081441
S,3,0.9,5,25,77764,126.132157705679
S,3,0.99,2,25,77764,128.539828726539
S,3,0.99,1,25,76583,108.911082012582
Ca,10,0.75,2,25,77764,218.905911952484
S,3,0.99,5,25,77764,124.160679269082
pH,3,0.9,3,25,77764,8.47834573503915
pH,3,0.9,2,25,76583,8.85392766314757
P,3,0.99,2,25,77764,1668.61359478103
SOC,3,0.99,1,25,76583,48.9413208684826
Mg,3,0.9,5,25,77764,238.431600096016
Ca,3,0.99,3,25,77764,211.8585917385
N,3,0.99,3,25,77764,150.123667697223
SOC,3,0.9,5,25,77764,58.0616357170863
SOC,3,0.9,1,25,76583,48.8436550452048
Ca,3,0.9,1,25,76583,208.893048553102
pH,3,0.9,5,25,77764,8.186995694185
P,10,0.75,3,25,77764,1642.19657731328
S,10,0.75,2,25,77764,128.533881995342
Mg,3,0.99,3,25,77764,234.783271401695
K,10,0.75,5,25,77764,442.548270043194
P,10,0.75,5,25,77764,1644.85828902343
Ca,3,0.99,5,25,77764,203.997447317405
pH,10,0.75,5,25,77764,8.24887110181599
SOC,3,0.99,3,25,77764,60.1904222599256
N,3,0.9,3,25,77764,147.61940286022
Mg,10,0.75,2,25,76583,204.645174997817
Mg,3,0.99,2,25,77764,246.830836358494
pH,3,0.99,1,25,76583,8.60261649006814
Mg,3,0.99,5,25,77764,223.104256707179
Ca,10,0.75,2,25,76583,210.132695137611
S,10,0.75,2,25,76583,111.299767263234
S,10,0.75,5,25,77764,122.846609184275
K,3,0.9,3,25,77764,415.983930714891
Ca,3,0.99,2,25,76583,210.69223630082
P,3,0.9,3,25,77764,1683.1584888629
K,10,0.75,2,25,77764,435.691215197118
SOC,3,0.9,2,25,76583,49.8861658449113
N,3,0.9,5,25,76583,110.730252837939
Ca,10,0.75,3,25,77764,218.402230124454
Ca,10,0.75,1,25,76583,218.739247458783
Mg,10,0.75,2,25,77764,230.816464541948
K,3,0.9,2,25,76583,409.721771586542
K,3,0.99,5,25,77764,434.339287203146
pH,10,0.75,1,25,76583,8.6419354156659
pH,3,0.99,5,25,77764,8.27977939103305
Mg,3,0.99,1,25,76583,212.158430212494
K,3,0.99,3,25,77764,436.018312468686
SOC,10,0.75,5,25,77764,59.351793576822
K,3,0.9,3,25,76583,411.340956458603
N,10,0.75,1,25,76583,111.652743241355
Mg,3,0.9,1,25,76583,212.109802443798
Mg,10,0.75,1,25,76583,220.529270890333
P,3,0.99,5,25,77764,1712.33870197548
Ca,3,0.9,3,25,76583,203.565989238508
Mg,3,0.9,2,25,77764,239.621789991585
N,3,0.9,2,25,20676,136.831185631335
pH,10,0.75,2,25,77764,8.54808024920705
Mg,10,0.75,3,25,77764,229.750458632446
N,3,0.99,5,25,77764,147.551191086276
S,10,0.75,3,25,76583,113.802998208772
P,3,0.99,3,25,76583,1646.44625814499
K,3,0.99,1,25,76583,433.059448442833
Ca,10,0.75,5,25,77764,206.665183227932
N,3,0.9,1,25,20676,115.027609564221
N,3,0.99,1,25,20676,119.001856519485
S,10,0.75,1,25,76583,114.741095746772
S,3,0.99,1,25,20676,127.121403569987
SOC,10,0.75,1,25,76583,50.6902078698697
K,3,0.99,5,25,76583,402.170211265312
N,10,0.75,3,25,76583,112.516643794914
Ca,3,0.9,1,25,20676,193.098950510802
SOC,10,0.75,3,25,77764,57.6389610787515
N,3,0.9,5,25,77764,143.598248438113
S,3,0.99,5,25,76583,109.620738882791
P,3,0.9,2,25,76583,1646.21708499087
Mg,3,0.99,3,25,76583,210.407777117637
Mg,3,0.9,2,25,76583,213.138639325083
N,3,0.99,5,25,76583,116.809443262681
SOC,3,0.99,2,25,76583,48.569161311422
Mg,10,0.75,5,25,77764,239.052569428016
pH,3,0.99,3,25,76583,8.4636209942882
K,10,0.75,1,25,76583,411.308944004748
SOC,10,0.75,2,25,76583,48.6387418242651
Ca,3,0.99,3,25,76583,216.045847478539
N,3,0.9,3,25,20676,130.727087348486
Ca,3,0.9,5,25,77764,212.864631076026
P,3,0.99,1,25,76583,1628.577274376
N,10,0.75,2,25,76583,137.533284267004
Ca,3,0.9,2,25,76583,218.465329329796
SOC,3,0.9,3,25,76583,47.5645346480448
Ca,3,0.9,3,25,77764,208.680457524033
pH,3,0.9,3,25,76583,8.66308500896992
P,10,0.75,5,25,76583,1615.9124847882
P,10,0.75,2,25,76583,1554.57101680823
P,3,0.99,2,25,76583,1588.2747634076
pH,3,0.99,1,25,20676,8.13717065342507
K,3,0.9,5,25,77764,432.607451920399
SOC,10,0.75,1,25,20676,60.600320388366
Mg,3,0.99,2,25,76583,206.672354043352
Mg,10,0.75,3,25,76583,205.259586484509
Ca,3,0.9,2,25,20676,224.96170378616
K,10,0.75,2,25,20676,417.935230895842
Ca,10,0.75,3,25,76583,200.036400855946
pH,3,0.99,2,25,20676,8.72482747862282
K,10,0.75,2,25,76583,401.846243118929
SOC,3,0.99,3,25,76583,50.6639623636412
K,10,0.75,5,25,76583,392.309166620283
P,3,0.9,5,25,77764,1646.80212597137
S,10,0.75,5,25,76583,107.528849834284
SOC,3,0.9,5,25,76583,50.1715856351704
SOC,3,0.99,5,25,76583,48.0799806329971
SOC,10,0.75,3,25,76583,49.2240881593761
P,3,0.9,3,25,76583,1627.59975884368
S,3,0.9,3,25,76583,110.374995786919
N,3,0.9,3,25,76583,116.377293097301
pH,3,0.99,5,25,76583,8.2258118696391
pH,3,0.99,3,25,77764,8.4885839671015
Ca,10,0.75,5,25,76583,203.839927935618
S,3,0.99,2,25,76583,109.61044390843
pH,3,0.9,1,25,76583,8.57563647198038
S,3,0.9,5,25,76583,108.400689822657
K,10,0.75,1,25,20676,421.41535410151
Mg,3,0.99,2,25,20676,220.045456961283
K,10,0.75,3,25,76583,413.94315431914
K,3,0.99,3,25,76583,420.773517706913
N,10,0.75,2,25,20676,106.140782317745
N,3,0.99,2,25,20676,135.779237837346
pH,10,0.75,3,25,77764,8.15585078630711
S,3,0.99,2,25,20676,117.144768628653
P,3,0.9,3,25,20676,1589.02010791599
pH,10,0.75,5,25,76583,8.23140516873735
N,3,0.99,3,25,76583,120.653481683523
P,10,0.75,3,25,76583,1617.48230970793
P,10,0.75,1,25,76583,1670.61795179462
pH,3,0.99,2,25,76583,8.81265019154647
P,3,0.99,5,25,76583,1579.40931198648
S,3,0.99,3,25,76583,103.698129816073
SOC,3,0.99,1,25,20676,60.108482939004
Ca,10,0.75,3,25,20676,203.12419878315
Ca,3,0.99,2,25,20676,213.870782795004
N,3,0.9,5,25,20676,108.397700643923
SOC,3,0.9,1,25,20676,60.10845259759
P,3,0.99,1,25,20676,1597.37816286626
pH,10,0.75,2,25,76583,8.51689925050762
Ca,3,0.9,3,25,20676,205.218743547035
P,3,0.99,2,25,20676,1557.41087337753
S,3,0.9,2,25,76583,118.361863947216
N,3,0.99,1,25,87283,124.700587988065
SOC,3,0.99,3,25,20676,58.2186830062768
Ca,3,0.9,5,25,76583,208.236811506306
Mg,3,0.9,5,25,76583,207.466457757706
N,10,0.75,5,25,20676,111.730440357866
S,10,0.75,1,25,87283,119.569379704341
Mg,3,0.9,2,25,20676,225.975276090968
SOC,3,0.99,1,25,87283,56.5741563866132
K,3,0.99,2,25,76583,406.988670391456
P,3,0.9,5,25,76583,1584.85733220904
S,10,0.75,1,25,20676,121.419724358609
K,3,0.9,1,25,20676,416.582756327925
S,3,0.9,2,25,20676,123.476530326497
Mg,10,0.75,1,25,20676,232.454245048205
K,3,0.99,3,25,20676,417.693438586477
N,3,0.99,3,25,20676,124.557324477139
N,10,0.75,3,25,20676,106.850621657468
K,3,0.9,5,25,76583,412.85584758055
P,3,0.9,2,25,20676,1570.24613948479
S,3,0.9,1,25,87283,118.772980020908
P,10,0.75,2,25,20676,1564.21151647119
Ca,3,0.99,3,25,20676,200.922045166041
S,10,0.75,3,25,20676,110.194851453292
pH,3,0.9,3,25,20676,8.26399295275145
N,3,0.99,5,25,20676,109.026365163183
Mg,3,0.9,1,25,20676,222.482819789273
Mg,10,0.75,5,25,76583,202.244017357354
SOC,10,0.75,2,25,20676,62.7531781905845
Mg,3,0.99,5,25,76583,202.715577819974
N,10,0.75,1,25,20676,123.911375683203
N,10,0.75,2,25,87283,100.203625370544
SOC,3,0.9,3,25,20676,57.3110021986839
pH,10,0.75,1,25,87283,8.08724858964537
S,3,0.99,5,25,20676,114.119788334779
Mg,10,0.75,2,25,20676,227.596184218881
S,3,0.9,1,25,20676,112.005725302351
P,3,0.9,5,25,20676,1578.4017918071
Mg,3,0.9,3,25,20676,225.867063592953
pH,10,0.75,3,25,20676,8.62586311049168
SOC,3,0.9,1,25,87283,56.5972233373761
pH,3,0.99,3,25,20676,8.29388022010322
Mg,3,0.99,3,25,20676,223.107715107141
SOC,3,0.9,2,25,20676,58.6910689542442
K,3,0.9,5,25,20676,400.241665347022
P,3,0.9,1,25,20676,1608.30080449208
pH,10,0.75,2,25,20676,8.45095355171943
N,10,0.75,5,25,76583,111.756276513698
Ca,10,0.75,2,25,20676,217.287510893927
K,3,0.99,1,25,20676,413.939678636721
K,10,0.75,1,25,87283,400.170591846736
P,10,0.75,3,25,20676,1522.8522844993
Mg,3,0.9,1,25,87283,210.661757129465
P,3,0.99,1,25,87283,1681.2318144275
K,3,0.99,5,25,20676,397.894624959532
Mg,10,0.75,3,25,20676,222.794977186137
Mg,3,0.99,5,25,20676,223.558957293518
Mg,3,0.9,3,25,76583,208.316138403307
pH,3,0.99,1,25,87283,7.76957813677138
Ca,3,0.99,2,25,87283,200.156358103006
SOC,10,0.75,3,25,20676,57.0550848754563
Mg,3,0.99,1,25,20676,232.502905486615
S,3,0.9,3,25,87283,113.399612248327
S,3,0.9,2,25,87283,114.937196715448
Ca,3,0.99,1,25,20676,206.420866310093
pH,3,0.9,5,25,20676,8.13429796098524
N,3,0.99,3,25,87283,101.638751068544
SOC,10,0.75,5,25,20676,55.3879031072507
K,3,0.99,1,25,87283,398.620957971853
Ca,3,0.99,5,25,76583,213.329541515219
Mg,3,0.99,1,25,87283,220.419247218209
pH,10,0.75,3,25,76583,8.24234670973279
P,3,0.99,5,25,20676,1582.95304640239
pH,3,0.9,5,25,76583,8.40595627673851
Mg,10,0.75,2,25,87283,209.390215427381
S,10,0.75,3,25,87283,115.039220865933
S,10,0.75,5,25,20676,115.225371997596
Ca,3,0.9,5,25,20676,201.093728341107
pH,3,0.9,3,25,87283,8.09035500538816
S,3,0.99,3,25,20676,120.712313275397
pH,3,0.9,1,25,87283,8.11795755167123
Ca,10,0.75,1,25,20676,210.428192920203
P,10,0.75,1,25,20676,1562.84234371639
N,3,0.99,2,25,87283,101.78738109286
K,3,0.9,2,25,20676,424.778937453479
P,3,0.99,2,25,87283,1598.93833407839
Mg,3,0.9,3,25,87283,203.184774649082
S,3,0.99,5,25,87283,111.442468200088
pH,3,0.99,5,25,20676,8.45988682444005
K,3,0.99,3,25,14374,376.526649132992
S,3,0.9,3,25,20676,112.792852294431
SOC,3,0.99,2,25,87283,54.1326574196149
Mg,10,0.75,1,25,87283,215.965989097482
P,10,0.75,1,25,87283,1708.32266488969
Ca,3,0.99,5,25,20676,201.093840819011
K,10,0.75,3,25,87283,400.479979846165
SOC,3,0.99,3,25,87283,52.9721339058514
N,3,0.9,2,25,14374,100.23178485628
SOC,3,0.9,1,25,14374,61.8522505589786
Mg,10,0.75,5,25,20676,227.430758707223
S,10,0.75,2,25,20676,114.296582751869
K,10,0.75,2,25,87283,393.897060377437
pH,10,0.75,3,25,87283,7.86084042010405
K,3,0.99,3,25,87283,390.049125190851
S,3,0.99,1,25,14374,111.841842087216
K,3,0.9,5,25,87283,385.460412821252
Ca,10,0.75,5,25,20676,195.476606258107
Ca,3,0.9,2,25,87283,219.78650077255
S,3,0.9,1,25,14374,124.37560711894
P,10,0.75,5,25,87283,1635.13263449943
Mg,3,0.9,5,25,87283,209.317415395057
Mg,3,0.99,3,25,87283,210.888991201294
N,3,0.9,1,25,14374,101.877864989234
P,10,0.75,5,25,20676,1547.16214294381
Ca,10,0.75,3,25,87283,206.618430715335
K,3,0.9,2,25,14374,375.95320214334
S,3,0.9,5,25,87283,112.09886198042
N,3,0.9,3,25,87283,103.465944848284
K,3,0.9,1,25,87283,407.802944161866
Ca,3,0.99,1,25,14374,195.21321437064
P,3,0.9,1,25,75706,1637.10498913555
P,10,0.75,5,25,14374,1483.1655541664
K,3,0.9,2,25,87283,387.137842874638
K,3,0.9,3,25,20676,410.613376093716
Mg,10,0.75,2,25,14374,205.696035568821
K,3,0.99,2,25,87283,388.651680364625
K,3,0.99,2,25,20676,408.566500382712
P,10,0.75,2,25,87283,1657.87737753203
SOC,3,0.9,2,25,87283,53.639480172373
pH,10,0.75,2,25,87283,7.77036239104064
P,10,0.75,3,25,87283,1609.95298910066
